"","Island","Species","Year","COUNT","CUM_FREQ","No_specimen_year"
"1832","North","Cortaderia selloana",1970,1,8,283
"2058","North","Cortaderia selloana",1972,1,9,218
"2279","North","Cortaderia selloana",1974,1,10,142
"2417","North","Cortaderia selloana",1975,1,11,253
"2536","North","Cortaderia selloana",1976,1,12,158
"2959","North","Cortaderia selloana",1980,1,13,150
"3237","North","Cortaderia selloana",1983,1,14,76
"3988","North","Cortaderia selloana",1993,1,15,143
"4288","North","Cortaderia selloana",1997,1,16,69
"3251","North","Cotoneaster franchetii",1983,2,2,76
"3269","North","Cotoneaster franchetii",1984,1,3,131
"3349","North","Cotoneaster franchetii",1985,1,4,153
"3729","North","Cotoneaster franchetii",1989,1,5,92
"3821","North","Cotoneaster franchetii",1990,1,6,80
"4030","North","Cotoneaster franchetii",1993,1,7,143
"4236","North","Cotoneaster franchetii",1996,1,8,78
"4334","North","Cotoneaster franchetii",1998,1,9,68
"4423","North","Cotoneaster franchetii",1999,2,11,78
"4565","North","Cotoneaster franchetii",2003,2,13,56
"4620","North","Cotoneaster franchetii",2004,1,14,39
"2393","North","Cotoneaster glaucophyllus",1975,1,1,253
"2871","North","Cotoneaster glaucophyllus",1979,1,2,156
"3258","North","Cotoneaster glaucophyllus",1983,1,3,76
"3302","North","Cotoneaster glaucophyllus",1984,1,4,131
"3504","North","Cotoneaster glaucophyllus",1986,2,6,114
"3527","North","Cotoneaster glaucophyllus",1987,4,10,171
"3731","North","Cotoneaster glaucophyllus",1989,4,14,92
"3859","North","Cotoneaster glaucophyllus",1991,1,15,114
"3889","North","Cotoneaster glaucophyllus",1992,1,16,118
"4048","North","Cotoneaster glaucophyllus",1993,2,18,143
"4109","North","Cotoneaster glaucophyllus",1994,1,19,158
"4189","North","Cotoneaster glaucophyllus",1996,1,20,78
"4254","North","Cotoneaster glaucophyllus",1997,2,22,69
"4309","North","Cotoneaster glaucophyllus",1998,1,23,68
"4656","North","Cotoneaster glaucophyllus",2006,1,24,20
"3707","North","Cotoneaster simonsii",1989,1,1,92
"3776","North","Cotoneaster simonsii",1990,2,3,80
"3850","North","Cotoneaster simonsii",1991,1,4,114
"4142","North","Cotoneaster simonsii",1994,1,5,158
"4253","North","Cotoneaster simonsii",1996,1,6,78
"3263","North","Crassula multicava",1984,1,1,131
"3569","North","Crassula multicava",1987,1,2,171
"3716","North","Crassula multicava",1989,2,4,92
"3959","North","Crassula multicava",1992,1,5,118
"4110","North","Crassula multicava",1994,1,6,158
"4154","North","Crassula multicava",1995,1,7,48
"4286","North","Crassula multicava",1997,3,10,69
"3948","North","Crataegus monogyna",1992,1,1,118
"133","North","Crocosmia x crocosmiiflora",1929,1,1,28
"202","North","Crocosmia x crocosmiiflora",1937,1,2,30
"209","North","Crocosmia x crocosmiiflora",1938,1,3,16
"291","North","Crocosmia x crocosmiiflora",1941,1,4,43
"400","North","Crocosmia x crocosmiiflora",1945,3,7,59
"830","North","Crocosmia x crocosmiiflora",1956,2,9,94
"1239","North","Crocosmia x crocosmiiflora",1962,1,10,124
"1408","North","Crocosmia x crocosmiiflora",1964,1,11,104
"1777","North","Crocosmia x crocosmiiflora",1969,1,12,136
"2048","North","Crocosmia x crocosmiiflora",1972,1,13,218
"2159","North","Crocosmia x crocosmiiflora",1973,1,14,261
"2394","North","Crocosmia x crocosmiiflora",1975,4,18,253
"2523","North","Crocosmia x crocosmiiflora",1976,2,20,158
"2637","North","Crocosmia x crocosmiiflora",1977,2,22,299
"3051","North","Crocosmia x crocosmiiflora",1981,2,24,158
"3686","North","Crocosmia x crocosmiiflora",1988,1,25,128
"3963","North","Crocosmia x crocosmiiflora",1993,1,26,143
"37","North","Cynodon dactylon",1913,1,1,3
"92","North","Cynodon dactylon",1928,1,2,44
"220","North","Cynodon dactylon",1939,1,3,29
"371","North","Cynodon dactylon",1945,1,4,59
"457","North","Cynodon dactylon",1948,1,5,29
"538","North","Cynodon dactylon",1950,2,7,81
"648","North","Cynodon dactylon",1953,1,8,129
"769","North","Cynodon dactylon",1955,1,9,64
"818","North","Cynodon dactylon",1956,1,10,94
"927","North","Cynodon dactylon",1958,2,12,191
"1039","North","Cynodon dactylon",1959,1,13,157
"1086","North","Cynodon dactylon",1960,1,14,43
"1267","North","Cynodon dactylon",1963,2,16,200
"1449","North","Cynodon dactylon",1965,1,17,92
"1538","North","Cynodon dactylon",1966,1,18,101
"1581","North","Cynodon dactylon",1967,1,19,85
"1831","North","Cynodon dactylon",1970,2,21,283
"1974","North","Cynodon dactylon",1971,1,22,182
"2200","North","Cynodon dactylon",1973,1,23,261
"2272","North","Cynodon dactylon",1974,1,24,142
"2401","North","Cynodon dactylon",1975,3,27,253
"2647","North","Cynodon dactylon",1977,2,29,299
"2771","North","Cynodon dactylon",1978,2,31,125
"3017","North","Cynodon dactylon",1981,2,33,158
"3200","North","Cynodon dactylon",1982,1,34,130
"3691","North","Cynodon dactylon",1988,1,35,128
"3762","North","Cynodon dactylon",1989,1,36,92
"3878","North","Cynodon dactylon",1991,1,37,114
"3930","North","Cynodon dactylon",1992,1,38,118
"4626","North","Cynodon dactylon",2004,1,39,39
"3117","North","Cyperus eragrostis",1981,1,1,158
"3147","North","Cyperus eragrostis",1982,2,3,130
"3511","North","Cyperus eragrostis",1986,1,4,114
"3815","North","Cyperus eragrostis",1990,1,5,80
"3970","North","Cyperus eragrostis",1993,1,6,143
"4061","North","Cyperus eragrostis",1994,1,7,158
"94","North","Cytisus scoparius",1928,1,1,44
"195","North","Cytisus scoparius",1937,1,2,30
"260","North","Cytisus scoparius",1940,1,3,36
"598","North","Cytisus scoparius",1951,2,5,58
"651","North","Cytisus scoparius",1953,2,7,129
"761","North","Cytisus scoparius",1954,1,8,83
"959","North","Cytisus scoparius",1958,1,9,191
"1305","North","Cytisus scoparius",1963,1,10,200
"1450","North","Cytisus scoparius",1965,1,11,92
"1542","North","Cytisus scoparius",1966,1,12,101
"1567","North","Cytisus scoparius",1967,1,13,85
"2171","North","Cytisus scoparius",1973,1,14,261
"2399","North","Cytisus scoparius",1975,2,16,253
"2644","North","Cytisus scoparius",1977,3,19,299
"3009","North","Cytisus scoparius",1980,1,20,150
"3118","North","Cytisus scoparius",1981,1,21,158
"3536","North","Cytisus scoparius",1987,1,22,171
"3741","North","Cytisus scoparius",1989,1,23,92
"4540","North","Cytisus scoparius",2002,1,24,37
"64","North","Dactylis glomerata",1922,1,1,8
"87","North","Dactylis glomerata",1928,1,2,44
"146","North","Dactylis glomerata",1932,1,3,10
"201","North","Dactylis glomerata",1937,1,4,30
"310","North","Dactylis glomerata",1942,1,5,25
"331","North","Dactylis glomerata",1943,1,6,25
"571","North","Dactylis glomerata",1950,2,8,81
"697","North","Dactylis glomerata",1953,1,9,129
"928","North","Dactylis glomerata",1958,1,10,191
"1238","North","Dactylis glomerata",1962,2,12,124
"1618","North","Dactylis glomerata",1967,1,13,85
"1713","North","Dactylis glomerata",1968,1,14,139
"2313","North","Dactylis glomerata",1974,1,15,142
"2422","North","Dactylis glomerata",1975,2,17,253
"2739","North","Dactylis glomerata",1977,1,18,299
"2907","North","Dactylis glomerata",1979,1,19,156
"3101","North","Dactylis glomerata",1981,1,20,158
"3306","North","Dactylis glomerata",1984,1,21,131
"3958","North","Dactylis glomerata",1992,3,24,118
"4587","North","Dactylis glomerata",2003,1,25,56
"129","North","Datura stramonium",1929,1,1,28
"147","North","Datura stramonium",1932,1,2,10
"268","North","Datura stramonium",1940,3,5,36
"605","North","Datura stramonium",1952,2,7,63
"855","North","Datura stramonium",1956,1,8,94
"1986","North","Datura stramonium",1971,1,9,182
"2479","North","Datura stramonium",1975,1,10,253
"2559","North","Datura stramonium",1976,3,13,158
"2998","North","Datura stramonium",1980,1,14,150
"3275","North","Datura stramonium",1984,1,15,131
"3461","North","Datura stramonium",1986,1,16,114
"3525","North","Datura stramonium",1987,1,17,171
"3629","North","Datura stramonium",1988,1,18,128
"3775","North","Datura stramonium",1990,1,19,80
"4657","North","Datura stramonium",2006,1,20,20
"91","North","Digitalis purpurea",1928,1,1,44
"144","North","Digitalis purpurea",1931,1,2,5
"282","North","Digitalis purpurea",1941,1,3,43
"1218","North","Digitalis purpurea",1962,1,4,124
"1477","North","Digitalis purpurea",1965,1,5,92
"1575","North","Digitalis purpurea",1967,1,6,85
"1658","North","Digitalis purpurea",1968,2,8,139
"1808","North","Digitalis purpurea",1969,1,9,136
"2383","North","Digitalis purpurea",1975,3,12,253
"2705","North","Digitalis purpurea",1977,1,13,299
"2877","North","Digitalis purpurea",1979,1,14,156
"4028","North","Digitalis purpurea",1993,1,15,143
"264","North","Dipogon lignosus",1940,1,1,36
"478","North","Dipogon lignosus",1948,1,2,29
"646","North","Dipogon lignosus",1953,2,4,129
"1852","North","Dipogon lignosus",1970,1,5,283
"1996","North","Dipogon lignosus",1971,1,6,182
"2192","North","Dipogon lignosus",1973,1,7,261
"2308","North","Dipogon lignosus",1974,2,9,142
"2423","North","Dipogon lignosus",1975,1,10,253
"2858","North","Dipogon lignosus",1979,2,12,156
"3120","North","Dipogon lignosus",1981,3,15,158
"3157","North","Dipogon lignosus",1982,1,16,130
"3817","North","Dipogon lignosus",1990,2,18,80
"3927","North","Dipogon lignosus",1992,1,19,118
"4302","North","Dipogon lignosus",1997,1,20,69
"4350","North","Dipogon lignosus",1998,1,21,68
"4404","North","Dipogon lignosus",1999,1,22,78
"1812","North","Echium vulgare",1969,1,1,136
"3360","North","Echium vulgare",1985,1,2,153
"4214","North","Echium vulgare",1996,1,3,78
"554","North","Egeria densa",1950,1,1,81
"930","North","Egeria densa",1958,12,13,191
"1075","North","Egeria densa",1959,2,15,157
"1139","North","Egeria densa",1961,1,16,134
"1381","North","Egeria densa",1964,2,18,104
"1647","North","Egeria densa",1968,2,20,139
"1736","North","Egeria densa",1969,1,21,136
"1851","North","Egeria densa",1970,1,22,283
"2039","North","Egeria densa",1972,1,23,218
"2297","North","Egeria densa",1974,1,24,142
"2515","North","Egeria densa",1976,1,25,158
"2770","North","Egeria densa",1978,2,27,125
"2859","North","Egeria densa",1979,1,28,156
"3067","North","Egeria densa",1981,1,29,158
"3637","North","Egeria densa",1988,2,31,128
"3706","North","Egeria densa",1989,1,32,92
"3794","North","Egeria densa",1990,1,33,80
"4272","North","Egeria densa",1997,2,35,69
"4446","North","Egeria densa",2000,1,36,72
"321","North","Ehrharta erecta",1943,2,2,25
"562","North","Ehrharta erecta",1950,1,3,81
"632","North","Ehrharta erecta",1952,1,4,63
"800","North","Ehrharta erecta",1955,1,5,64
"955","North","Ehrharta erecta",1958,2,7,191
"1107","North","Ehrharta erecta",1960,2,9,43
"1447","North","Ehrharta erecta",1965,2,11,92
"1502","North","Ehrharta erecta",1966,1,12,101
"1912","North","Ehrharta erecta",1970,2,14,283
"2317","North","Ehrharta erecta",1974,2,16,142
"2578","North","Ehrharta erecta",1976,1,17,158
"2668","North","Ehrharta erecta",1977,2,19,299
"2803","North","Ehrharta erecta",1978,1,20,125
"2833","North","Ehrharta erecta",1979,2,22,156
"2987","North","Ehrharta erecta",1980,1,23,150
"3110","North","Ehrharta erecta",1981,3,26,158
"3189","North","Ehrharta erecta",1982,2,28,130
"3534","North","Ehrharta erecta",1987,1,29,171
"3669","North","Ehrharta erecta",1988,2,31,128
"3748","North","Ehrharta erecta",1989,9,40,92
"3811","North","Ehrharta erecta",1990,2,42,80
"3876","North","Ehrharta erecta",1991,2,44,114
"3946","North","Ehrharta erecta",1992,3,47,118
"3974","North","Ehrharta erecta",1993,1,48,143
"4068","North","Ehrharta erecta",1994,2,50,158
"4258","North","Ehrharta erecta",1997,1,51,69
"4307","North","Ehrharta erecta",1998,1,52,68
"4373","North","Ehrharta erecta",1999,1,53,78
"4442","North","Ehrharta erecta",2000,1,54,72
"4528","North","Ehrharta erecta",2002,2,56,37
"369","North","Elodea canadensis",1945,1,1,59
"544","North","Elodea canadensis",1950,2,3,81
"707","North","Elodea canadensis",1953,1,4,129
"790","North","Elodea canadensis",1955,1,5,64
"861","North","Elodea canadensis",1956,2,7,94
"926","North","Elodea canadensis",1958,12,19,191
"1014","North","Elodea canadensis",1959,12,31,157
"1156","North","Elodea canadensis",1961,6,37,134
"1190","North","Elodea canadensis",1962,1,38,124
"1320","North","Elodea canadensis",1963,13,51,200
"1399","North","Elodea canadensis",1964,1,52,104
"1453","North","Elodea canadensis",1965,2,54,92
"1533","North","Elodea canadensis",1966,1,55,101
"1905","North","Elodea canadensis",1970,3,58,283
"2104","North","Elodea canadensis",1972,1,59,218
"3460","North","Elodea canadensis",1986,1,60,114
"3628","North","Elodea canadensis",1988,3,63,128
"3758","North","Elodea canadensis",1989,1,64,92
"4484","North","Elodea canadensis",2000,1,65,72
"258","North","Elytrigia pycnantha",1940,1,1,36
"391","North","Elytrigia pycnantha",1945,1,2,59
"473","North","Elytrigia pycnantha",1948,1,3,29
"564","North","Elytrigia pycnantha",1950,1,4,81
"1292","North","Elytrigia pycnantha",1963,1,5,200
"1495","North","Elytrigia pycnantha",1966,1,6,101
"1776","North","Elytrigia pycnantha",1969,1,7,136
"2120","North","Elytrigia pycnantha",1972,1,8,218
"2202","North","Elytrigia pycnantha",1973,1,9,261
"2474","North","Elytrigia pycnantha",1975,4,13,253
"2527","North","Elytrigia pycnantha",1976,3,16,158
"2706","North","Elytrigia pycnantha",1977,1,17,299
"2976","North","Elytrigia pycnantha",1980,1,18,150
"3240","North","Elytrigia pycnantha",1983,1,19,76
"3622","North","Elytrigia pycnantha",1987,1,20,171
"3636","North","Elytrigia pycnantha",1988,1,21,128
"3730","North","Elytrigia pycnantha",1989,2,23,92
"3771","North","Elytrigia pycnantha",1990,1,24,80
"3921","North","Elytrigia pycnantha",1992,1,25,118
"4144","North","Elytrigia pycnantha",1995,1,26,48
"4278","North","Elytrigia pycnantha",1997,1,27,69
"4331","North","Elytrigia pycnantha",1998,1,28,68
"261","North","Equisetum arvense",1940,1,1,36
"1431","North","Equisetum arvense",1965,1,2,92
"2745","North","Equisetum arvense",1977,3,5,299
"2932","North","Equisetum arvense",1980,1,6,150
"3103","North","Equisetum arvense",1981,2,8,158
"3479","North","Equisetum arvense",1986,2,10,114
"3632","North","Equisetum arvense",1988,1,11,128
"4217","North","Equisetum arvense",1996,2,13,78
"4284","North","Equisetum arvense",1997,1,14,69
"4342","North","Equisetum arvense",1998,2,16,68
"4369","North","Equisetum arvense",1999,2,18,78
"4427","North","Equisetum arvense",2000,1,19,72
"4547","North","Equisetum arvense",2002,2,21,37
"4570","North","Equisetum arvense",2003,2,23,56
"4633","North","Equisetum arvense",2005,2,25,35
"4667","North","Equisetum arvense",2006,1,26,20
"122","North","Eragrostis curvula",1929,1,1,28
"413","North","Eragrostis curvula",1946,2,3,24
"1053","North","Eragrostis curvula",1959,1,4,157
"1211","North","Eragrostis curvula",1962,2,6,124
"1699","North","Eragrostis curvula",1968,1,7,139
"1926","North","Eragrostis curvula",1970,1,8,283
"3423","North","Eragrostis curvula",1985,1,9,153
"3556","North","Eragrostis curvula",1987,1,10,171
"4184","North","Eragrostis curvula",1995,2,12,48
"4677","North","Eragrostis curvula",2007,1,13,15
"304","North","Erica baccans",1942,1,1,25
"358","North","Erica baccans",1944,1,2,34
"488","North","Erica baccans",1949,2,4,59
"570","North","Erica baccans",1950,2,6,81
"997","North","Erica baccans",1958,1,7,191
"1222","North","Erica baccans",1962,1,8,124
"1911","North","Erica baccans",1970,2,10,283
"2598","North","Erica baccans",1977,1,11,299
"3456","North","Erica baccans",1986,2,13,114
"3602","North","Erica baccans",1987,1,14,171
"4123","North","Erica baccans",1994,1,15,158
"4229","North","Erica baccans",1996,1,16,78
"4503","North","Erica baccans",2001,1,17,47
"116","North","Erica lusitanica",1929,4,4,28
"134","North","Erica lusitanica",1930,4,8,11
"178","North","Erica lusitanica",1936,1,9,15
"190","North","Erica lusitanica",1937,3,12,30
"241","North","Erica lusitanica",1940,3,15,36
"274","North","Erica lusitanica",1941,1,16,43
"350","North","Erica lusitanica",1944,2,18,34
"379","North","Erica lusitanica",1945,3,21,59
"409","North","Erica lusitanica",1946,1,22,24
"441","North","Erica lusitanica",1947,2,24,43
"458","North","Erica lusitanica",1948,1,25,29
"523","North","Erica lusitanica",1950,4,29,81
"647","North","Erica lusitanica",1953,1,30,129
"1005","North","Erica lusitanica",1958,5,35,191
"1059","North","Erica lusitanica",1959,1,36,157
"1249","North","Erica lusitanica",1962,1,37,124
"1311","North","Erica lusitanica",1963,2,39,200
"1428","North","Erica lusitanica",1965,1,40,92
"1529","North","Erica lusitanica",1966,1,41,101
"1602","North","Erica lusitanica",1967,1,42,85
"1701","North","Erica lusitanica",1968,2,44,139
"1799","North","Erica lusitanica",1969,1,45,136
"1902","North","Erica lusitanica",1970,1,46,283
"2001","North","Erica lusitanica",1971,2,48,182
"2075","North","Erica lusitanica",1972,2,50,218
"2242","North","Erica lusitanica",1973,3,53,261
"2319","North","Erica lusitanica",1974,2,55,142
"2480","North","Erica lusitanica",1975,2,57,253
"2488","North","Erica lusitanica",1976,3,60,158
"3199","North","Erica lusitanica",1982,1,61,130
"3284","North","Erica lusitanica",1984,2,63,131
"3459","North","Erica lusitanica",1986,1,64,114
"3642","North","Erica lusitanica",1988,1,65,128
"3969","North","Erica lusitanica",1993,1,66,143
"192","North","Erigeron karvinskianus",1937,1,1,30
"381","North","Erigeron karvinskianus",1945,1,2,59
"602","North","Erigeron karvinskianus",1952,2,4,63
"683","North","Erigeron karvinskianus",1953,2,6,129
"737","North","Erigeron karvinskianus",1954,1,7,83
"918","North","Erigeron karvinskianus",1958,1,8,191
"1013","North","Erigeron karvinskianus",1959,1,9,157
"1178","North","Erigeron karvinskianus",1961,1,10,134
"1338","North","Erigeron karvinskianus",1963,1,11,200
"1613","North","Erigeron karvinskianus",1967,1,12,85
